codigo_alt,entidad,tipo_entidad,depto,anio,clasificacion_ofpuj,clas_gen,total_recaudo
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,2063288826
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,684658114
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,847972421
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,8753375187
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,2293309013
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,1100910131
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,372055037
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,938497799
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,420346342
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,18837081477
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,2387130992
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,3334427924
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,5715027035
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,103120069
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,1441726316
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,2053911406
50001.0,Villavicencio,Municipio,Meta,2024,Recursos del balance,Recursos de capital,230000000
50001.0,Villavicencio,Municipio,Meta,2024,Otros recursos de capital,Recursos de capital,6629503895
50001.0,Villavicencio,Municipio,Meta,2024,Otros recursos de capital,Recursos de capital,623948240
50001.0,Villavicencio,Municipio,Meta,2024,Otros recursos de capital,Recursos de capital,20221186
50001.0,Villavicencio,Municipio,Meta,2024,Otros recursos de capital,Recursos de capital,24141921
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sobretasa ambiental,Ingresos propios,22329982
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sobretasa ambiental,Ingresos propios,34268313
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto predial unificado,Ingresos propios,126000884
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto predial unificado,Ingresos propios,1272736
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto predial unificado,Ingresos propios,194270003
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto predial unificado,Ingresos propios,1962323
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sobretasa a la gasolina,Ingresos propios,872992000
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto de industria y comercio,Ingresos propios,171794023
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto de industria y comercio,Ingresos propios,1735293
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto de industria y comercio,Ingresos propios,787836327
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto de industria y comercio,Ingresos propios,7957943
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto de industria y comercio,Ingresos propios,403082439
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto de industria y comercio,Ingresos propios,4071540
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto complementario de avisos y tableros,Ingresos propios,154202431
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto complementario de avisos y tableros,Ingresos propios,1557600
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros ingresos tributarios,Ingresos propios,6435000
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros ingresos tributarios,Ingresos propios,65000
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto de delineacion,Ingresos propios,36539727
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto de delineacion,Ingresos propios,369088
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto de alumbrado publico,Ingresos propios,160371491
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sobretasa bomberil,Ingresos propios,77465202
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros ingresos tributarios,Ingresos propios,152151874
25178.0,Chipaque,Municipio,Cundinamarca,2024,Impuesto de transporte por oleoductos y gasoductos,Ingresos propios,25853226
25178.0,Chipaque,Municipio,Cundinamarca,2024,Tasa prodeporte y recreacion,Ingresos propios,212175639
25178.0,Chipaque,Municipio,Cundinamarca,2024,Estampillas,Ingresos propios,424346279
25178.0,Chipaque,Municipio,Cundinamarca,2024,Estampillas,Ingresos propios,212175627
25178.0,Chipaque,Municipio,Cundinamarca,2024,Estampillas,Ingresos propios,37459995
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,12408507
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,125439
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,20868098
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,693859
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,3063728
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,68692005
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,5434841
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,538049249
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,469001
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,46431112
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,32859802
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,2080956
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,206014664
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,116287525
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,178251301
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,3040987149
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,21601613
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,236473325
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,73210029
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,54907522
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,1885568847
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,15244544
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,1509209856
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,49556447
25178.0,Chipaque,Municipio,Cundinamarca,2024,Sistema general de participaciones,Transferencias,1362034982
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otras transferencias,Transferencias,36439882
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otras transferencias,Transferencias,368080
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otras transferencias,Transferencias,309800700
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otras transferencias,Transferencias,3129300
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otras transferencias,Transferencias,1790978263
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otras transferencias,Transferencias,55970000
25178.0,Chipaque,Municipio,Cundinamarca,2024,Recursos del sistema de seguridad social integral,Transferencias,4474390075
25178.0,Chipaque,Municipio,Cundinamarca,2024,"Tasas, multas y contribuciones",Ingresos propios,85122153
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,125973
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,20122618
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,2187591
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,2286936
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,242
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,201385
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,8001979
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,1140
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,1101432
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,1249690
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,1302
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,135695
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,407968622
25178.0,Chipaque,Municipio,Cundinamarca,2024,Recursos del balance,Recursos de capital,2239618079
25178.0,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,Recursos de capital,69403000
